809224,22,0.112235,0.000000,12
1659716,23,0.211332,0.000000,15
56332,17,0.007108,0.000000,13
3832745,25,0.482766,0.000000,17
20305,16,0.002717,0.000000,10
572929,22,0.074342,0.000000,12
840836,22,0.107928,0.000000,14
336804,21,0.043192,0.000000,11
48030,17,0.006344,0.000000,7
523656,21,0.067112,0.000000,13
1183127,23,0.148925,0.000000,15
1229083,23,0.153168,0.000000,11
144153,19,0.018121,0.000000,13
726908,22,0.094652,0.000000,14
119854,19,0.015276,0.000000,13
746437,22,0.093590,0.000000,10
201422,20,0.025427,0.000000,10
463439,21,0.059471,0.000000,19
880730,22,0.111244,0.000000,18
529433,22,0.066026,0.000000,16
25389,16,0.003242,0.000000,14
18803,16,0.002361,0.000000,10
3233556,25,0.399543,0.000000,15
559966,22,0.069330,0.000000,14
1161412,23,0.144351,0.000000,13
3012022,25,0.369621,0.000000,15
533665,21,0.076196,0.000000,15
6472,13,0.000848,0.000000,7
1258485,23,0.162560,0.000000,13
1506581,24,0.183651,0.000000,16
2082556,24,0.260349,0.000000,14
28816,16,0.003498,0.000000,12
57963,18,0.007467,0.000000,16
1339032,23,0.168454,0.000000,13
5227219,26,0.645076,0.000000,14
10582097,27,1.310474,0.000000,17
618550,22,0.085124,0.000000,14
5647709,26,0.716067,0.000000,14
707091,22,0.090403,0.000000,12
3906491,25,0.502647,0.000000,13
13166,14,0.001656,0.000000,8
4826279,25,0.642456,0.000000,19
445186,21,0.056014,0.000000,11
5301125,26,0.655629,0.000000,16
1521264,24,0.187583,0.000000,14
2550556,24,0.316948,0.000000,20
60744,18,0.007325,0.000000,14
1071876,23,0.134406,0.000000,15
542261,21,0.069064,0.000000,11
13426501,28,1.649094,0.000000,16
323493,20,0.042389,0.000000,12
9617303,27,1.189911,0.000000,15
160297,19,0.019965,0.000000,11
5150682,26,0.629354,0.000000,16
86884,18,0.010962,0.000000,12
2296791,24,0.286880,0.000000,16
60654,18,0.007326,0.000000,8
1715624,24,0.212940,0.000000,12
1336827,23,0.167790,0.000000,17
2536222,24,0.312102,0.000000,16
15171649,27,1.923124,0.000000,19
3587527,25,0.451966,0.000000,13
344582,21,0.044402,0.000000,15
599226,22,0.077211,0.000000,18
15073854,28,1.841510,0.000000,14
277227,20,0.035284,0.000000,16
10843669,27,1.315973,0.000000,17
10295974,27,1.253616,0.000000,15
4095213,25,0.510779,0.000000,19
1665813,24,0.204328,0.000000,10
1583030,24,0.193485,0.000000,16
792904,22,0.098716,0.000000,16
12496979,27,1.534619,0.000000,15
5225955,26,0.632259,0.000000,18
4088312,25,0.504386,0.000000,11
4873453,26,0.587856,0.000000,20
214527,20,0.026675,0.000000,14
5735592,26,0.689608,0.000000,16
28881,16,0.003606,0.000000,10
10128430,27,1.213208,0.000000,17
110829,19,0.017169,0.000000,11
3745531,25,0.464061,0.000000,21
12608,15,0.001734,0.000000,11
42323,17,0.005107,0.000000,13
15054,15,0.002232,0.000000,7
3814064,25,0.480196,0.000000,17
51080,17,0.006733,0.000000,11
10083429,27,1.229813,0.000000,17
216000,20,0.028398,0.000000,8
269408,20,0.033542,0.000000,12
9608157,27,1.169019,0.000000,21
4963354,26,0.599229,0.000000,18
761900,22,0.093625,0.000000,12
779904,22,0.098349,0.000000,14
713444,22,0.088109,0.000000,12
156601,19,0.022543,0.000000,17
197513,20,0.024634,0.000000,8
365116,21,0.045769,0.000000,9
1905883,24,0.239314,0.000000,14
3411288,25,0.425799,0.000000,13
