835,22,0.001313,9.082437,12
1567,25,0.002934,10.180566,15
72,17,0.000130,9.150794,13
675,25,0.001526,11.762162,17
91,16,0.000137,6.725610,10
652,22,0.000678,9.371818,12
350,22,0.000286,10.439523,14
612,21,0.000478,9.811357,11
232,17,0.000240,7.862500,7
455,23,0.000289,10.918848,13
511,23,0.000265,9.976553,15
1037,23,0.000550,10.386350,11
197,19,0.000109,8.389381,13
697,22,0.000353,9.280956,14
239,19,0.000129,7.905707,13
1622,22,0.000860,9.725907,10
315,20,0.000182,8.873394,10
30,21,0.000020,10.137255,19
373,22,0.000270,10.561798,18
550,22,0.000292,10.553030,16
34,16,0.000022,8.229508,14
118,16,0.000067,8.475490,10
1202,25,0.000609,10.719140,15
873,22,0.000458,10.083902,14
808,23,0.000458,9.784357,13
1167,25,0.000599,10.505647,15
821,23,0.000641,9.011569,15
41,13,0.000034,6.080000,7
533,23,0.000246,11.037079,13
346,24,0.000167,11.500000,16
929,24,0.000437,10.288535,14
117,16,0.000060,8.699507,12
26,18,0.000016,9.020833,16
666,23,0.000291,10.135993,13
1734,26,0.000820,10.785144,14
1598,27,0.000742,12.003049,17
231,22,0.000108,11.418182,14
1807,26,0.000969,10.707728,14
655,22,0.000303,9.455455,12
1756,25,0.000830,10.198372,13
76,14,0.000041,7.451852,8
3874,29,0.001971,11.826374,19
609,21,0.000284,9.228036,11
2231,26,0.001029,10.650431,16
1757,24,0.000876,9.851374,14
299,24,0.000140,11.503006,20
41,18,0.000025,9.959459,14
543,23,0.000247,10.689503,15
438,21,0.000207,10.062078,11
2864,28,0.001303,12.255917,16
221,20,0.000109,9.784974,12
2849,27,0.001313,11.071413,15
179,19,0.000088,8.827922,11
1075,26,0.000472,11.579865,16
177,18,0.000088,8.581169,12
752,24,0.000423,10.091700,16
182,18,0.000129,8.186495,8
1355,24,0.000794,10.085323,12
205,23,0.000097,11.060345,17
712,24,0.000324,10.585833,16
3134,29,0.001418,11.756809,19
1929,25,0.000867,9.687827,13
165,21,0.000076,10.572954,15
39,22,0.000021,12.014706,18
4038,28,0.001917,11.154132,14
90,20,0.000045,9.616883,16
2473,27,0.001095,10.675663,17
1844,27,0.000829,11.823260,15
682,25,0.000306,10.706806,19
2190,24,0.000973,9.485266,10
936,24,0.000430,11.838397,16
238,22,0.000109,9.926290,16
3038,27,0.001567,10.956962,15
1632,26,0.000727,10.818418,18
3552,25,0.001646,10.153820,11
739,26,0.000342,11.903624,20
382,20,0.000172,9.364353,14
2084,26,0.000921,10.702233,16
99,16,0.000050,7.528409,10
2146,27,0.000951,11.451577,17
428,19,0.000198,8.660714,11
715,25,0.000320,13.085198,21
67,15,0.000034,7.266667,11
34,17,0.000018,9.274194,13
93,15,0.000044,7.262500,7
522,25,0.000223,11.705202,17
163,17,0.000071,8.925532,11
2046,27,0.000892,11.400355,17
369,20,0.000162,8.338118,8
356,20,0.000156,8.593023,12
1461,27,0.000601,11.142620,21
854,26,0.000372,11.481377,18
730,22,0.000340,9.600164,12
257,22,0.000119,11.321759,14
414,22,0.000193,9.852482,12
181,19,0.000086,9.896440,17
336,20,0.000155,9.108997,8
707,21,0.000310,8.577593,9
1467,24,0.000674,11.038823,14
982,25,0.000441,10.684017,13
