2631,22,0.001285,9.543520,12
3276,23,0.001255,10.388889,15
145,17,0.000061,9.772414,13
2720,25,0.000968,11.673897,17
165,16,0.000070,6.775758,10
1734,22,0.000793,8.918685,12
1741,22,0.000646,10.271109,14
439,21,0.000255,10.521640,11
464,17,0.000304,7.088362,7
611,21,0.000393,11.250409,13
724,23,0.000287,11.585635,15
1659,23,0.000656,10.694997,11
372,19,0.000236,8.870968,13
1420,22,0.000521,9.439437,14
465,19,0.000179,8.004301,13
2130,22,0.000778,9.311268,10
794,20,0.000336,8.865239,10
71,21,0.000045,12.985915,19
456,22,0.000179,11.515351,18
368,22,0.000142,10.834239,16
27,16,0.000016,9.703704,14
76,16,0.000036,8.342105,10
2805,25,0.000998,10.891978,15
805,22,0.000308,10.060869,14
1666,23,0.000598,10.075030,13
2470,25,0.000977,10.189069,15
1294,21,0.000468,9.494591,15
100,13,0.000046,6.440000,7
1609,23,0.000576,11.047855,13
225,24,0.000127,13.893333,16
1820,24,0.000875,11.393956,14
129,16,0.000055,9.248062,12
37,18,0.000020,10.459459,16
1500,23,0.000523,10.740000,13
4075,26,0.001417,11.193620,14
5873,27,0.002445,11.976162,17
487,22,0.000180,11.587269,14
5296,26,0.001856,10.927870,14
2349,22,0.001062,9.489144,12
5296,25,0.001818,10.670506,13
125,14,0.000080,7.488000,8
3436,25,0.001435,11.355937,19
1193,21,0.000459,9.381392,11
9239,26,0.003321,10.027060,16
2256,24,0.000816,10.211436,14
626,24,0.000219,13.204473,20
92,18,0.000048,9.923913,14
1145,23,0.000403,10.817468,15
1201,21,0.000417,10.477102,11
5557,28,0.002104,12.305921,16
730,20,0.000309,9.698630,12
9355,27,0.003744,10.465313,15
661,19,0.000386,8.493192,11
2195,26,0.000820,12.034624,16
257,18,0.000119,9.066148,12
2440,24,0.000839,10.535656,16
339,18,0.000128,8.165192,8
2316,24,0.000933,10.624352,12
272,23,0.000129,13.128676,17
3401,24,0.001186,10.685680,16
9544,27,0.003413,11.439753,19
8845,25,0.003341,9.402714,13
360,21,0.000133,10.216666,15
103,22,0.000045,13.436893,18
11359,28,0.003997,11.396073,14
406,20,0.000167,9.571428,16
8302,27,0.003549,11.093110,17
6762,27,0.002420,11.726264,15
2421,25,0.000886,11.310203,19
3944,24,0.001553,9.320487,10
899,24,0.000612,11.340378,16
868,22,0.000444,10.468894,16
14476,27,0.006447,10.722713,15
3141,26,0.001863,11.641516,18
8979,25,0.004074,9.670119,11
1631,26,0.000560,11.563458,20
413,20,0.000180,9.300242,14
8936,26,0.003205,10.247202,16
166,16,0.000067,8.542169,10
7986,27,0.002857,11.214751,17
490,19,0.000182,8.026530,11
324,25,0.000126,14.246914,21
56,15,0.000026,7.714286,11
83,17,0.000038,9.530121,13
186,15,0.000075,6.801075,7
2713,25,0.000966,11.340214,17
206,17,0.000086,9.043690,11
5691,27,0.002421,11.687753,17
1408,20,0.000527,7.679688,8
573,20,0.000217,9.221641,12
2764,27,0.000981,11.362880,21
2791,26,0.001014,10.882121,18
2006,22,0.001048,9.416251,12
1238,22,0.000820,10.810986,14
1016,22,0.000378,10.803149,12
244,19,0.000126,9.971312,17
722,20,0.000443,9.013850,8
2213,21,0.001010,7.723452,9
2265,24,0.000877,11.076380,14
3613,25,0.001317,10.510933,13
